"show_id","id","name","popularity","profile_path","roles","episode_count","image_url"
75219,2719,"Brian Thompson",9.527,"/qooSjBMA1P85JhBpHlwmmisGroO.jpg","Capt. Vincent Gerrard",2,"https://www.themoviedb.org/t/p/w600_and_h600_bestv2/qooSjBMA1P85JhBpHlwmmisGroO.jpg"
75219,3218,"Louis Lombardi",3.643,"/cYxbGCEf0mnsACuxCIX0faCjGUQ.jpg","Barry",1,"https://www.themoviedb.org/t/p/w600_and_h600_bestv2/cYxbGCEf0mnsACuxCIX0faCjGUQ.jpg"
75219,4734,"Jenny O'Hara",9.591,"/cNEu7MMpO2dAtZazIbxjo45oH3j.jpg","Nora",1,"https://www.themoviedb.org/t/p/w600_and_h600_bestv2/cNEu7MMpO2dAtZazIbxjo45oH3j.jpg"
75219,4758,"Joely Fisher",3,"/aHJxw4cbpoxvi7LNbnuA1c6jPPO.jpg","Moira's Sister",1,"https://www.themoviedb.org/t/p/w600_and_h600_bestv2/aHJxw4cbpoxvi7LNbnuA1c6jPPO.jpg"
75219,6071,"Sasha Roiz",13.088,"/hneSnvFh25FFRWRzd93EhO7S11p.jpg","Lou Ransone",6,"https://www.themoviedb.org/t/p/w600_and_h600_bestv2/hneSnvFh25FFRWRzd93EhO7S11p.jpg"
75219,6564,"Lawrence Pressman",5.385,"/k9MkT0iU8JkFuiA2SSwigAlM7wT.jpg","Mitchell",1,"https://www.themoviedb.org/t/p/w600_and_h600_bestv2/k9MkT0iU8JkFuiA2SSwigAlM7wT.jpg"
75219,7041,"Salvator Xuereb",2.976,"/aJPHt4Y5JMPQ65MsjlD3mUb9tpY.jpg","Smarmy Doctor",1,"https://www.themoviedb.org/t/p/w600_and_h600_bestv2/aJPHt4Y5JMPQ65MsjlD3mUb9tpY.jpg"
75219,8540,"Danny Nucci",11.868,"/w8nMQvgBFY5vuDoN5B698ostLWN.jpg","Detective Rick Romero",7,"https://www.themoviedb.org/t/p/w600_and_h600_bestv2/w8nMQvgBFY5vuDoN5B698ostLWN.jpg"
75219,9047,"Christine Estabrook",2.991,"/7RDpJNd3mOqbtnOKJisF04pQSpH.jpg","Gloria Wagner",2,"https://www.themoviedb.org/t/p/w600_and_h600_bestv2/7RDpJNd3mOqbtnOKJisF04pQSpH.jpg"
75219,9780,"Angela Bassett",32.455,"/oe6mXi0K68LWsGwGy6gwfnOu74z.jpg","Athena Grant",96,"https://www.themoviedb.org/t/p/w600_and_h600_bestv2/oe6mXi0K68LWsGwGy6gwfnOu74z.jpg"
75219,9785,"John Cothran",1.807,"/ybpI2PeHD8Dd3LFzLNimsujBq1M.jpg","Ernest",1,"https://www.themoviedb.org/t/p/w600_and_h600_bestv2/ybpI2PeHD8Dd3LFzLNimsujBq1M.jpg"
75219,10580,"Tracie Thoms",5.771,"/5LQhWnPsM5bbRRvUOYBWtmK5Zcw.jpg","Karen Wilson",39,"https://www.themoviedb.org/t/p/w600_and_h600_bestv2/5LQhWnPsM5bbRRvUOYBWtmK5Zcw.jpg"
75219,11659,"David Bowe",4.291,"/bB1B1K73leCSH1d3XjLe0Xy2VGf.jpg","Dr. Gordon",1,"https://www.themoviedb.org/t/p/w600_and_h600_bestv2/bB1B1K73leCSH1d3XjLe0Xy2VGf.jpg"
75219,11782,"Adrienne Barbeau",10.923,"/8uQqjG63SFCkmgdFB4SG8wRQmfp.jpg","Luisa Falcon",1,"https://www.themoviedb.org/t/p/w600_and_h600_bestv2/8uQqjG63SFCkmgdFB4SG8wRQmfp.jpg"
75219,11915,"Nigel Gibbs",4.165,"/eqDPaZWlBOriugBzUoy9ES4HKdA.jpg","David",1,"https://www.themoviedb.org/t/p/w600_and_h600_bestv2/eqDPaZWlBOriugBzUoy9ES4HKdA.jpg"
75219,12538,"Nick Searcy",5.168,"/AnqbYGdLLaUaMfCtE0zYiRiI7E6.jpg","Father Jameson",1,"https://www.themoviedb.org/t/p/w600_and_h600_bestv2/AnqbYGdLLaUaMfCtE0zYiRiI7E6.jpg"
75219,13312,"Rae Dawn Chong",11.516,"/aj9fFFKH3QZX2FSJsj81I4y12M7.jpg","Stacey Mullins",2,"https://www.themoviedb.org/t/p/w600_and_h600_bestv2/aj9fFFKH3QZX2FSJsj81I4y12M7.jpg"
75219,14226,"Gia Carides",5.901,"/ozzUvRlmtj9eSAaycFXOVSB7ulz.jpg","Sandra",1,"https://www.themoviedb.org/t/p/w600_and_h600_bestv2/ozzUvRlmtj9eSAaycFXOVSB7ulz.jpg"
75219,14737,"Doug Savant",10.253,"/yJ9UjfZ3PcULd0OPZhZ4vv23KMG.jpg","Matthew Clark",2,"https://www.themoviedb.org/t/p/w600_and_h600_bestv2/yJ9UjfZ3PcULd0OPZhZ4vv23KMG.jpg"
